Data information of 192.168.250.1
Time,Sent Data, Total Data
2020-02-25 03:34:13,777,137095
2020-02-25 03:34:16,322,137417
2020-02-25 03:34:16,124,137541
2020-02-25 03:34:16,140,137681
2020-02-25 03:34:19,152,137833
2020-02-25 03:34:27,116,137949
2020-02-25 03:34:33,1048,138997
2020-02-25 03:34:36,428,139425
2020-02-25 03:34:38,218,139643
2020-02-25 03:34:41,624,140267
2020-02-25 03:34:47,322,140589
2020-02-25 03:34:47,124,140713
2020-02-25 03:34:47,140,140853
2020-02-25 03:34:52,152,141005
2020-02-25 03:35:17,1062,142067
2020-02-25 03:35:17,761,142828
2020-02-25 03:35:17,1076,143904
2020-02-25 03:35:17,848,144752
2020-02-25 03:35:18,322,145074
2020-02-25 03:35:18,124,145198
2020-02-25 03:35:18,140,145338
2020-02-25 03:35:24,152,145490
2020-02-25 03:35:33,1062,146552
2020-02-25 03:35:33,761,147313
2020-02-25 03:35:33,1076,148389
2020-02-25 03:35:33,848,149237
2020-02-25 03:35:34,700,149937
2020-02-25 03:35:34,700,150637
2020-02-25 03:35:34,768,151405
2020-02-25 03:35:34,768,152173
2020-02-25 03:35:34,764,152937
2020-02-25 03:35:34,764,153701
2020-02-25 03:35:34,676,154377
2020-02-25 03:35:34,676,155053
2020-02-25 03:35:34,888,155941
2020-02-25 03:35:34,888,156829
2020-02-25 03:35:34,760,157589
2020-02-25 03:35:34,760,158349
2020-02-25 03:35:34,596,158945
2020-02-25 03:35:34,596,159541
2020-02-25 03:35:34,700,160241
2020-02-25 03:35:34,700,160941
2020-02-25 03:35:34,884,161825
2020-02-25 03:35:34,884,162709
2020-02-25 03:35:34,772,163481
2020-02-25 03:35:34,772,164253
2020-02-25 03:35:38,218,164471
2020-02-25 03:35:50,322,164793
2020-02-25 03:35:50,124,164917
2020-02-25 03:35:50,140,165057
2020-02-25 03:35:56,152,165209
2020-02-25 03:36:03,1062,166271
2020-02-25 03:36:03,761,167032
2020-02-25 03:36:03,1076,168108
2020-02-25 03:36:03,848,168956
2020-02-25 03:36:10,446,169402
2020-02-25 03:36:10,518,169920
2020-02-25 03:36:21,322,170242
2020-02-25 03:36:21,124,170366
2020-02-25 03:36:21,140,170506
2020-02-25 03:36:23,976,171482
2020-02-25 03:36:28,152,171634
2020-02-25 03:36:37,142,171776
2020-02-25 03:36:38,218,171994
2020-02-25 03:36:46,580,172574
2020-02-25 03:36:53,322,172896
2020-02-25 03:36:53,124,173020
2020-02-25 03:36:53,140,173160
2020-02-25 03:37:00,930,174090
2020-02-25 03:37:00,1066,175156
2020-02-25 03:37:00,795,175951
2020-02-25 03:37:01,152,176103
2020-02-25 03:37:10,440,176543
2020-02-25 03:37:25,322,176865
2020-02-25 03:37:25,124,176989
2020-02-25 03:37:25,140,177129
2020-02-25 03:37:30,1062,178191
2020-02-25 03:37:30,777,178968
2020-02-25 03:37:33,152,179120
2020-02-25 03:37:39,218,179338
2020-02-25 03:37:43,586,179924
2020-02-25 03:37:43,116,180040
2020-02-25 03:37:56,322,180362
2020-02-25 03:37:56,124,180486
2020-02-25 03:37:56,140,180626
2020-02-25 03:37:57,642,181268
2020-02-25 03:38:05,152,181420
2020-02-25 03:38:06,1060,182480
